batch_id,production_date,plant,production_line,vehicle_model,shift,units_produced,defective_units,defect_category,rework_units,scrap_units,downtime_minutes,cycle_time_seconds,quality_score,supplier_id,component_category,inspection_status,temperature_c,operator_team,notes
BATCH-00923,2025-07-24,Plant 01,Line 2,Veloce S,Morning,62,2,Interior,0,1,53.84,77.93,93.75,SUP-02,Braking,Review,20.6,Team Beta,
BATCH-00829,2025-08-17,Plant 02,Line 2,Veloce S,Night,108,2,Electronics,2,0,24.31,79.11,95.33,SUP-03,Body,Passed,25.7,Team Delta,
BATCH-01377,2025-11-26,Plant 02,Line 4,Strada X,Afternoon,93,2,Electronics,0,0,10.53,80.84,95.7,SUP-05,Body,Passed,23.1,Team Gamma,
BATCH-01384,2025-06-06,Plant 01,Line 4,Veloce S,Afternoon,112,3,Paint,1,2,11.88,84.42,97.11,SUP-02,Electronics,Review,25.2,Team Delta,
BATCH-01138,2025-09-23,Plant 02,Line 2,Strada X,Morning,93,1,Assembly,0,1,50.22,87.19,97.58,SUP-12,Powertrain,Passed,22.3,Team Beta,Routine quality inspection completed.
BATCH-01154,2025-04-27,Plant 02,Line 3,Eterna,Afternoon,62,2,Electronics,1,0,7.62,83.99,94.91,SUP-06,Suspension,Review,17.6,Team Beta,Minor process adjustment performed.
BATCH-01524,2025-07-25,Plant 01,Line 4,Veloce S,Afternoon,76,4,Mechanical,3,1,8.87,94.63,94.93,SUP-11,Suspension,Failed,22.1,Team Delta,Production line calibration completed.
BATCH-01224,2025-03-23,Plant 01,Line 3,Aquila GT,Afternoon,110,3,Assembly,0,2,63.17,77.7,93.22,SUP-08,Electronics,Review,22.8,Team Beta,
BATCH-00893,2025-07-24,Plant 01,Line 1,Eterna,Night,99,2,Dimensional,2,0,27.23,73.74,94.87,SUP-08,Electronics,Passed,22.8,Team Delta,
BATCH-01235,2025-04-18,Plant 01,Line 1,Aquila GT,Afternoon,62,0,None,0,0,27.9,82.88,98.16,SUP-09,Suspension,Passed,24.0,Team Beta,Supplier component verification required.
BATCH-01044,2025-05-02,Plant 02,Line 4,Veloce S,Afternoon,98,0,None,0,0,30.11,83.03,97.88,SUP-09,Suspension,Passed,23.0,Team Gamma,Routine quality inspection completed.
BATCH-00599,2025-01-12,Plant 02,Line 4,Eterna,Night,97,0,None,0,0,21.65,90.56,99.12,SUP-01,Interior,Passed,16.5,Team Gamma,
BATCH-00714,2025-01-23,Plant 02,Line 2,Strada X,Afternoon,113,1,Electronics,1,0,13.9,67.94,97.13,SUP-04,Body,Passed,23.3,Team Gamma,Production line calibration completed.
BATCH-01498,2025-05-02,Plant 02,Line 1,Strada X,Night,87,3,Dimensional,1,1,35.3,79.31,93.78,SUP-05,Body,Review,23.6,Team Beta,Minor process adjustment performed.
BATCH-01919,2025-07-31,Plant 01,Line 1,Veloce S,Morning,115,1,Mechanical,1,0,47.09,90.18,97.7,SUP-04,Braking,Passed,23.3,Team Alpha,Routine quality inspection completed.
BATCH-01006,2025-03-28,Plant 02,Line 2,Strada X,Afternoon,110,2,Assembly,1,1,14.12,77.29,97.64,SUP-01,Braking,Passed,20.7,Team Beta,Routine quality inspection completed.
BATCH-00284,2025-01-30,Plant 02,Line 1,Eterna,Morning,111,3,Electronics,3,0,20.22,82.86,96.54,SUP-03,Powertrain,Review,21.7,Team Beta,
BATCH-01116,2025-11-26,Plant 02,Line 2,Veloce S,Night,118,2,Assembly,2,0,45.69,85.53,98.31,SUP-12,Suspension,Passed,22.5,Team Beta,
BATCH-01900,2025-07-10,Plant 02,Line 2,Eterna,Afternoon,110,3,Interior,0,1,34.02,78.13,95.0,SUP-09,Interior,Review,24.6,Team Gamma,
BATCH-00563,2025-10-21,Plant 01,Line 4,Veloce S,Night,87,1,Interior,0,1,23.59,84.11,99.23,SUP-12,Electronics,Passed,26.9,Team Beta,
BATCH-01846,2025-01-07,Plant 02,Line 4,Eterna,Night,71,1,Paint,1,0,46.62,91.66,98.22,SUP-07,Electronics,Passed,20.0,Team Alpha,Supplier component verification required.
BATCH-00257,2025-07-26,Plant 01,Line 3,Veloce S,Morning,89,2,Electronics,1,0,3.29,72.25,97.29,SUP-08,Electronics,Passed,20.9,Team Delta,
BATCH-00153,2025-02-10,Plant 01,Line 3,Eterna,Night,117,3,Paint,0,3,24.44,85.39,95.89,SUP-02,Powertrain,Review,21.7,Team Alpha,Supplier component verification required.
BATCH-01560,2025-12-15,Plant 02,Line 2,Eterna,Night,104,2,Assembly,2,0,39.79,88.95,94.92,SUP-07,Suspension,Passed,26.6,Team Delta,
BATCH-01141,2025-03-04,Plant 02,Line 2,Strada X,Morning,76,0,None,0,0,22.75,73.96,97.96,SUP-12,Powertrain,Passed,20.5,Team Alpha,Minor process adjustment performed.
BATCH-01690,2025-10-28,Plant 02,Line 2,Aquila GT,Morning,49,1,Mechanical,1,0,34.4,75.37,95.07,SUP-01,Powertrain,Passed,25.2,Team Gamma,Production line calibration completed.
BATCH-00592,2025-04-21,Plant 01,Line 1,Aquila GT,Afternoon,86,0,None,0,0,0.0,80.82,96.17,SUP-11,Braking,Passed,24.6,Team Gamma,Production line calibration completed.
BATCH-00435,2025-06-30,Plant 01,Line 2,Eterna,Morning,69,0,None,0,0,23.96,76.44,99.33,SUP-03,Interior,Passed,22.0,Team Gamma,
BATCH-00848,2025-02-15,Plant 01,Line 2,Veloce S,Night,88,4,Interior,0,3,26.83,89.03,92.87,SUP-10,Interior,Failed,22.2,Team Beta,
BATCH-00982,2025-02-09,Plant 02,Line 2,Veloce S,Afternoon,107,2,Mechanical,1,1,20.7,86.17,95.67,SUP-02,Electronics,Passed,23.8,Team Delta,
BATCH-01246,2025-01-23,Plant 02,Line 4,Aquila GT,Afternoon,115,3,Assembly,1,2,43.59,76.22,97.23,SUP-05,Interior,Review,22.5,Team Delta,Production line calibration completed.
BATCH-00662,2025-07-24,Plant 01,Line 3,Aquila GT,Morning,49,3,Mechanical,1,1,37.89,86.56,91.7,SUP-06,Suspension,Failed,18.8,Team Beta,
BATCH-01823,2025-01-01,Plant 01,Line 2,Veloce S,Morning,101,2,Interior,2,0,57.56,88.46,95.13,SUP-03,Electronics,Passed,19.8,Team Beta,
BATCH-00274,2025-07-27,Plant 01,Line 3,Eterna,Afternoon,61,2,Assembly,2,0,17.57,76.2,92.12,SUP-06,Interior,Review,23.5,Team Alpha,
BATCH-00158,2025-09-10,Plant 01, Line 1 ,Strada X,Afternoon,112,0,None,0,0,47.65,92.04,95.88,SUP-05,Braking,Passed,23.3,Team Beta,Supplier component verification required.
BATCH-00269,2025-10-28,Plant 01,Line 4,Veloce S,Night,85,2,Paint,0,0,19.26,95.97,97.62,SUP-12,Electronics,Passed,21.1,Team Beta,Minor process adjustment performed.
BATCH-00238,2025-08-24,Plant 02,Line 1,Strada X,Afternoon,108,3,Assembly,2,0,49.12,88.88,95.96,SUP-04,Powertrain,Review,19.9,Team Beta,
BATCH-00132,2025-08-22,Plant 02,Line 4,Aquila GT,Afternoon,88,1,Electronics,1,0,6.54,77.89,97.5,SUP-11,Powertrain,Passed,21.5,Team Beta,Production line calibration completed.
BATCH-00311,2025-08-28,Plant 01,Line 1,Strada X,Morning,63,0,None,0,0,31.01,68.39,97.58,SUP-01,Suspension,Passed,23.3,Team Delta,Production line calibration completed.
BATCH-01500,2025-08-31,Plant 01,Line 4,Aquila GT,Afternoon,106,2,Assembly,0,2,40.65,75.92,93.72,SUP-11,Electronics,Review,21.9,Team Gamma,Supplier component verification required.
BATCH-01648,2025-07-09,Plant 02,Line 3,Veloce S,Afternoon,120,1,Paint,0,1,38.57,88.48,98.39,SUP-01,Powertrain,Passed,21.0,Team Beta,Routine quality inspection completed.
BATCH-01476,2025-06-03,Plant 01,Line 2,Veloce S,Night,92,2,Mechanical,1,0,0.0,78.59,95.21,SUP-03,Braking,Passed,20.6,Team Alpha,
BATCH-00970,2025-12-24,Plant 02,Line 2,Strada X,Morning,120,2,Paint,2,0,5.69,73.83,97.51,SUP-06,Interior,Passed,20.6,Team Gamma,Minor process adjustment performed.
BATCH-01612,2025-08-29,Plant 02,Line 2,Veloce S,Morning,51,0,None,0,0,56.23,78.34,98.83,SUP-11,Body,Passed,25.5,Team Beta,Minor process adjustment performed.
BATCH-00953,2025-09-07,Plant 01,Line 3,Eterna,Afternoon,63,1,Paint,0,1,34.72,77.48,97.15,SUP-09,Interior,Passed,24.1,Team Gamma,Minor process adjustment performed.
BATCH-00393,2025-01-03,Plant 02,Line 3,Veloce S,Night,47,2,Paint,0,0,20.34,70.01,93.02,SUP-07,Interior,Failed,19.9,Team Delta,Routine quality inspection completed.
BATCH-01709,2025-03-14,Plant 01,Line 3,Strada X,Morning,47,0,None,0,0,8.03,78.6,98.01,SUP-09,Electronics,Passed,25.7,Team Delta,Supplier component verification required.
BATCH-01792,2025-12-29,Plant 02,Line 1,Eterna,Afternoon,116,2,Interior,2,0,19.88,87.88,97.21,SUP-12,Electronics,Passed,24.8,Team Delta,
BATCH-01387,2025-03-12,Plant 02,Line 2,Aquila GT,Morning,58,4,Interior,2,2,29.49,66.79,89.97,SUP-12,Powertrain,Failed,22.5,Team Beta,
BATCH-01255,2025-03-05,Plant 01,Line 4,Aquila GT,Morning,90,1,Electronics,0,1,30.62,84.41,96.03,SUP-04,Suspension,Passed,28.1,Team Alpha,Production line calibration completed.
BATCH-00129,2025-07-28,Plant 02,Line 1,Veloce S,Afternoon,62,1,Mechanical,1,0,22.96,74.31,97.26,SUP-02,Body,Passed,18.4,Team Beta,Minor process adjustment performed.
BATCH-00009,2025-03-01,Plant 02,Line 2,Veloce S,Afternoon,65,0,None,0,0,28.31,79.54,99.07,SUP-11,Body,Passed,23.4,Team Alpha,Production line calibration completed.
BATCH-00669,2025-11-06,Plant 01,Line 3,Aquila GT,Night,49,0,None,0,0,33.19,71.21,96.65,SUP-07,Electronics,Passed,20.1,Team Gamma,Production line calibration completed.
BATCH-00113,2025-06-05,Plant 02,Line 4,Aquila GT,Night,67,1,Paint,1,0,26.99,84.35,95.93,SUP-03,Powertrain,Passed,20.5,Team Gamma,
BATCH-00761,2025-05-19,Plant 02,Line 2,Eterna,Afternoon,74,3,Paint,3,0,0.05,73.73,94.12,SUP-03,Electronics,Failed,19.2,Team Delta,
BATCH-01704,2025-04-03,Plant 02,Line 4,Veloce S,Morning,106,1,Electronics,0,1,38.94,85.69,98.73,SUP-03,Electronics,Passed,23.1,Team Gamma,
BATCH-00545,2025-03-06,Plant 02,Line 2,Aquila GT,Night,102,3,Mechanical,3,0,24.49,80.85,96.76,SUP-05,Suspension,Review,23.7,Team Beta,Production line calibration completed.
BATCH-01320,2025-07-12,Plant 02,Line 1,Aquila GT,Morning,98,0,None,0,0,9.19,81.72,98.5,SUP-03,Interior,Passed,20.6,Team Gamma,Supplier component verification required.
BATCH-00932,2025-07-07,Plant 01,Line 3,Strada X,Afternoon,62,1,Interior,1,0,30.17,81.65,97.14,SUP-02,Suspension,Passed,28.0,Team Delta,
BATCH-00373,2025-04-19,Plant 02,Line 2,Eterna,Morning,45,1,Assembly,0,0,2.04,67.69,96.79,SUP-08,Powertrain,Passed,20.0,Team Delta,Routine quality inspection completed.
BATCH-01486,2025-08-09,Plant 02,Line 4,Strada X,Morning,115,1,Paint,0,1,52.5,104.88,96.03,SUP-11,Braking,Passed,24.8,Team Gamma,
BATCH-00657,2025-01-25,Plant 01,Line 4,Veloce S,Afternoon,86,2,Electronics,1,0,26.49,92.91,96.55,SUP-08,Electronics,Passed,22.3,Team Beta,Supplier component verification required.
BATCH-01185,2025-12-05,Plant 02,Line 1,Strada X,Morning,51,5,Dimensional,5,0,25.88,91.46,86.86,SUP-07,Electronics,Failed,22.4,Team Gamma,Minor process adjustment performed.
BATCH-01762,2025-09-27,Plant 01,Line 2,Veloce S,Afternoon,74,1,Mechanical,0,1,45.71,74.35,97.33,SUP-08,Powertrain,Passed,25.1,Team Gamma,
BATCH-00211,2025-04-11,Plant 01,Line 4,Eterna,Night,108,1,Mechanical,0,1,20.1,77.99,98.79,SUP-09,Interior,Passed,22.7,Team Alpha,Production line calibration completed.
BATCH-00301,2025-05-03,Plant 01,Line 3,Strada X,Morning,52,0,None,0,0,19.01,74.76,98.52,SUP-08,Interior,Passed,21.7,Team Delta,Routine quality inspection completed.
BATCH-01016,2025-03-29,Plant 01,Line 3,Veloce S,Morning,104,3,Mechanical,0,0,23.59,77.46,95.8,SUP-06,Suspension,Review,22.2,Team Beta,
BATCH-00323,2025-03-25,Plant 01, Line 4 ,Aquila GT,Afternoon,82,1,Paint,0,0,25.78,87.34,96.84,SUP-04,Suspension,Passed,22.7,Team Alpha,Production line calibration completed.
BATCH-00401,2025-04-03,Plant 02,Line 1,Eterna,Afternoon,103,2,Paint,2,0,39.15,88.03,94.74,SUP-03,Powertrain,Passed,24.9,Team Alpha,
BATCH-00582,2025-09-08,Plant 01,Line 2,Veloce S,Night,81,2,Interior,2,0,41.98,90.91,96.97,SUP-03,Braking,Passed,17.3,Team Gamma,
BATCH-00700,2025-06-06,Plant 02,Line 3,Strada X,Night,53,3,Mechanical,1,2,46.1,91.02,92.07,SUP-05,Powertrain,Failed,22.4,Team Delta,
BATCH-00506,2025-12-15,Plant 01,Line 4,Veloce S,Morning,65,3,Mechanical,2,1,25.64,90.17,94.17,SUP-07,Suspension,Failed,19.2,Team Alpha,Minor process adjustment performed.
BATCH-00098,2025-03-20,Plant 01,Line 4,Eterna,Night,58,2,Dimensional,0,2,29.49,73.47,95.9,SUP-02,Electronics,Review,21.3,Team Beta,
BATCH-00084,2025-03-05,Plant 01,Line 2,Aquila GT,Afternoon,79,0,None,0,0,30.43,88.83,95.71,SUP-10,Braking,Passed,23.2,Team Delta,
BATCH-01239,2025-03-14,Plant 01,Line 1,Veloce S,Morning,98,3,Paint,0,3,37.24,86.55,93.48,SUP-12,Electronics,Review,23.4,Team Gamma,
BATCH-01772,2025-12-31,Plant 02,Line 3,Aquila GT,Afternoon,106,3,Electronics,0,0,26.81,68.1,97.31,SUP-08,Powertrain,Review,23.3,Team Beta,
BATCH-00963,2025-11-20,Plant 02,Line 4,Strada X,Morning,116,2,Assembly,0,0,18.6,67.32,,SUP-09,Interior,Passed,23.8,Team Alpha,Routine quality inspection completed.
BATCH-00310,2025-07-17,Plant 01,Line 4,Eterna,Night,69,1,Paint,0,1,30.08,92.93,96.87,SUP-05,Powertrain,Passed,21.8,Team Beta,Routine quality inspection completed.
BATCH-00317,2025-02-14,Plant 01,Line 4,Strada X,Afternoon,116,2,Assembly,0,0,40.29,83.83,94.92,SUP-09,Interior,Passed,21.0,Team Delta,Supplier component verification required.
BATCH-00071,2025-12-01,Plant 02,Line 3,Eterna,Afternoon,62,5,Dimensional,2,3,45.6,87.5,90.38,SUP-02,Powertrain,Failed,21.5,Team Delta,
BATCH-01484,2025-02-16,Plant 02,Line 3,Aquila GT,Night,70,1,Electronics,1,0,47.89,83.19,95.94,SUP-02,Suspension,Passed,23.0,Team Gamma,
BATCH-00715,2025-11-09,Plant 01,Line 4,Veloce S,Morning,118,3,Dimensional,2,1,41.29,100.54,94.61,SUP-10,Braking,Review,25.9,Team Beta,
BATCH-01924,2025-06-25,Plant 01,Line 2,Aquila GT,Morning,104,1,Dimensional,0,0,23.77,64.98,96.35,SUP-07,Interior,Passed,22.0,Team Gamma,Minor process adjustment performed.
BATCH-00814,2025-10-11,Plant 01,Line 1,Eterna,Night,101,1,Mechanical,0,1,53.06,85.0,99.27,SUP-06,Powertrain,Passed,24.1,Team Gamma,Production line calibration completed.
BATCH-01033,2025-07-13,Plant 01,Line 1,Aquila GT,Morning,51,0,None,0,0,31.96,71.22,99.49,SUP-09,Powertrain,Passed,22.0,Team Beta,Minor process adjustment performed.
BATCH-00167,2025-04-15,Plant 01,Line 2,Strada X,Morning,58,0,None,0,0,27.76,73.18,98.29,SUP-01,Suspension,Passed,24.2,Team Delta,
BATCH-01955,2025-08-20,Plant 02,Line 2,Strada X,Afternoon,51,0,None,0,0,52.01,103.87,98.61,SUP-09,Interior,Passed,24.2,Team Gamma,
BATCH-01882,2025-11-02,Plant 02,Line 3,Veloce S,Night,45,0,None,0,0,4.83,81.0,99.23,SUP-09,Interior,Passed,25.2,Team Delta,
BATCH-00916,2025-07-21,Plant 02,Line 2,Strada X,Morning,54,1,Interior,0,1,41.68,88.55,94.3,SUP-10,Braking,Passed,21.4,Team Gamma,Routine quality inspection completed.
BATCH-00951,2025-07-28,Plant 02,Line 3,Eterna,Morning,89,2,Paint,2,0,5.51,80.1,96.24,SUP-09,Braking,Passed,23.2,Team Beta,
BATCH-01226,2025-08-05,Plant 02,Line 1,Strada X,Night,86,2,Assembly,1,1,20.65,95.39,93.94,SUP-10,Powertrain,Review,24.7,Team Alpha,
BATCH-00867,2025-04-15,Plant 02,Line 4,Aquila GT,Afternoon,45,1,Assembly,0,0,10.82,101.53,97.67,SUP-08,Suspension,Passed,20.1,Team Delta,
BATCH-01632,2025-03-20,Plant 02,Line 4,Veloce S,Night,54,2,Interior,1,1,27.11,82.84,92.18,SUP-09,Suspension,Review,20.9,Team Beta,
BATCH-01626,2025-12-20,Plant 01,Line 2,Eterna,Night,108,2,Dimensional,0,0,15.46,74.96,96.27,SUP-04,Braking,Passed,22.2,Team Delta,
BATCH-00835,2025-07-09,Plant 02,Line 1,Eterna,Morning,110,3,Interior,1,0,34.38,79.17,93.1,SUP-02,Powertrain,Review,23.9,Team Alpha,Minor process adjustment performed.
BATCH-00717,2025-07-18,Plant 02,Line 1,Strada X,Afternoon,101,4,Electronics,3,1,4.31,79.95,94.31,SUP-10,Interior,Review,24.2,Team Gamma,
BATCH-00309,2025-06-25,Plant 02,Line 3,Eterna,Morning,48,2,Interior,2,0,11.14,79.11,93.73,SUP-09,Suspension,Failed,21.9,Team Beta,Minor process adjustment performed.
BATCH-00738,2025-06-13,Plant 02,Line 4,Strada X,Afternoon,120,5,Mechanical,5,0,51.75,84.16,94.09,SUP-11,Suspension,Failed,23.1,Team Delta,Production line calibration completed.
BATCH-01041,2025-06-05,Plant 02,Line 4,Eterna,Afternoon,108,1,Assembly,1,0,36.63,92.08,94.47,SUP-08,Powertrain,Passed,22.9,Team Alpha,Production line calibration completed.
BATCH-00120,2025-10-06,Plant 01,Line 2,Aquila GT,Afternoon,96,1,Paint,1,0,29.11,75.0,97.27,SUP-04,Electronics,Passed,20.2,Team Alpha,
BATCH-01731,2025-05-21,Plant 01,Line 4,Aquila GT,Morning,66,0,None,0,0,47.65,71.96,96.17,SUP-08,Body,Passed,26.7,Team Gamma,Production line calibration completed.
BATCH-01048,2025-08-30,Plant 02,Line 1,Aquila GT,Afternoon,111,0,None,0,0,25.06,65.73,99.54,SUP-06,Powertrain,Passed,21.2,Team Delta,
BATCH-00217,2025-03-09,Plant 02,Line 1,Strada X,Night,88,2,Interior,0,0,47.6,87.89,95.37,SUP-05,Braking,Passed,20.3,Team Alpha,Minor process adjustment performed.
BATCH-01360,2025-12-02,Plant 02,Line 2,Aquila GT,Afternoon,58,1,Mechanical,0,1,15.26,84.19,96.05,SUP-06,Body,Passed,20.2,Team Beta,Production line calibration completed.
BATCH-01392,2025-05-02,Plant 01,Line 1,Veloce S,Afternoon,65,0,None,0,0,0.0,78.54,99.32,SUP-12,Body,Passed,19.9,Team Beta,Supplier component verification required.
BATCH-00203,2025-02-02,Plant 02,Line 1,Aquila GT,Morning,87,1,Paint,1,0,24.31,86.49,97.68,SUP-06,Suspension,Passed,23.0,Team Beta,Minor process adjustment performed.
BATCH-01950,2025-12-14,Plant 01,Line 4,Aquila GT,Night,74,1,Interior,0,1,32.24,89.15,94.67,SUP-08,Powertrain,Passed,20.5,Team Beta,Routine quality inspection completed.
BATCH-00786,2025-10-06,Plant 02,Line 2,Strada X,Afternoon,52,2,Interior,2,0,0.0,95.33,93.66,SUP-08,Suspension,Review,19.0,Team Gamma,Minor process adjustment performed.
BATCH-01150,2025-05-29,Plant 01,Line 4,Veloce S,Night,116,3,Paint,0,1,37.52,72.73,95.87,SUP-06,Powertrain,Review,21.6,Team Gamma,
BATCH-00002,2025-04-13,Plant 02,Line 2,Veloce S,Night,51,1,Dimensional,0,1,5.13,84.73,98.33,SUP-08,Body,Passed,20.9,Team Delta,Minor process adjustment performed.
BATCH-00359,2025-05-23,Plant 02,Line 2,Strada X,Night,74,0,None,0,0,13.07,85.23,98.71,SUP-10,Body,Passed,20.0,Team Delta,Supplier component verification required.
BATCH-01401,2025-07-13,Plant 02,Line 2,Veloce S,Afternoon,111,1,Interior,1,0,24.73,82.93,96.82,SUP-04,Interior,Passed,24.7,Team Beta,Production line calibration completed.
BATCH-01430,2025-09-26,Plant 02,Line 3,Eterna,Afternoon,55,2,Electronics,0,2,10.05,81.58,94.26,SUP-10,Braking,Review,25.0,Team Delta,Routine quality inspection completed.
BATCH-00805,2025-12-12,Plant 01,Line 4,Aquila GT,Morning,48,0,None,0,0,52.61,79.97,99.13,SUP-11,Interior,Passed,25.7,Team Delta,
BATCH-01676,2025-10-29,Plant 01,Line 4,Eterna,Afternoon,97,0,None,0,0,26.34,75.99,97.88,SUP-03,Suspension,Passed,19.7,Team Gamma,
BATCH-00448,2025-12-16,Plant 02,Line 1,Strada X,Night,107,5,Paint,3,0,26.74,93.74,92.18,,Electronics,Failed,24.3,Team Beta,
BATCH-00062,2025-07-11,Plant 01,Line 3,Veloce S,Night,88,3,Paint,0,2,17.91,79.85,92.63,SUP-12,Interior,Review,23.0,Team Gamma,
BATCH-00972,2025-10-01,Plant 01,Line 3,Veloce S,Morning,93,2,Paint,2,0,66.71,93.45,94.17,SUP-11,Interior,Passed,21.4,Team Beta,Supplier component verification required.
BATCH-00997,2025-02-08,Plant 01,Line 1,Strada X,Morning,91,0,None,0,0,6.34,73.22,98.48,SUP-06,Electronics,Passed,24.2,Team Alpha,Supplier component verification required.
BATCH-01385,2025-01-08,Plant 02,Line 1,Veloce S,Afternoon,66,0,None,0,0,30.11,74.02,98.29,SUP-09,Suspension,Passed,22.9,Team Beta,Minor process adjustment performed.
BATCH-00376,2025-12-31,Plant 01,Line 2,Strada X,Morning,98,4,Dimensional,4,0,30.77,87.6,93.77,SUP-08,Suspension,Failed,24.6,Team Alpha,Production line calibration completed.
BATCH-01122,2025-09-13,Plant 01,Line 2,Strada X,Morning,82,2,Dimensional,1,0,24.58,89.19,96.32,SUP-08,Braking,Passed,23.2,Team Beta,
BATCH-01386,2025-12-12,Plant 01,Line 1,Veloce S,Afternoon,85,1,Interior,0,1,59.44,81.38,95.22,SUP-12,Suspension,Passed,20.1,Team Alpha,Supplier component verification required.
BATCH-00117,2025-12-27,Plant 01,Line 4,Aquila GT,Night,69,2,Paint,1,0,43.57,84.58,96.46,SUP-08,Suspension,Review,21.9,Team Beta,Routine quality inspection completed.
BATCH-01585,2025-07-04,Plant 02,Line 4,Strada X,Afternoon,71,2,Mechanical,2,0,49.74,95.26,94.56,SUP-12,Body,Review,22.5,Team Alpha,Routine quality inspection completed.
BATCH-01826,2025-09-08,Plant 02,Line 3,Strada X,Morning,110,3,Mechanical,3,0,6.1,84.79,95.78,SUP-02,Powertrain,Review,21.2,Team Gamma,Supplier component verification required.
BATCH-01363,2025-12-03,Plant 01,Line 2,Eterna,Morning,91,0,None,0,0,0.0,81.07,98.78,SUP-03,Braking,Passed,23.5,Team Beta,Supplier component verification required.
BATCH-01928,2025-12-04,Plant 02,Line 4,Aquila GT,Night,113,4,Interior,4,0,55.87,104.24,93.24,SUP-10,Body,Review,19.9,Team Gamma,Routine quality inspection completed.
BATCH-00880,2025-04-08,Plant 02,Line 2,Aquila GT,Afternoon,75,1,Mechanical,0,0,17.08,84.52,96.58,SUP-11,Electronics,Passed,22.7,Team Gamma,
BATCH-00490,2025-04-24,Plant 02,Line 2,Veloce S,Morning,61,2,Dimensional,2,0,21.69,84.72,95.07,SUP-05,Electronics,Review,22.6,Team Alpha,Supplier component verification required.
BATCH-01313,2025-05-06,Plant 01,Line 3,Eterna,Afternoon,83,2,Mechanical,1,1,30.96,92.72,96.58,SUP-03,Braking,Passed,19.4,Team Beta,
BATCH-01230,2025-08-02,Plant 01,Line 1,Veloce S,Night,82,1,Dimensional,1,0,62.61,75.15,95.13,SUP-05,Interior,Passed,26.9,Team Alpha,
BATCH-00223,2025-02-17,Plant 02,Line 2,Veloce S,Night,75,3,Electronics,2,1,19.35,81.11,93.26,SUP-07,Electronics,Review,20.5,Team Alpha,
BATCH-00320,2025-09-29,Plant 01,Line 4,Eterna,Afternoon,78,2,Dimensional,2,0,47.93,63.88,93.61,SUP-01,Braking,Review,19.1,Team Gamma,
BATCH-00275,2025-05-15,Plant 02,Line 4,Eterna,Morning,107,0,None,0,0,8.04,75.53,99.86,SUP-02,Interior,Passed,21.7,Team Gamma,Supplier component verification required.
BATCH-00891,2025-03-09,Plant 01,Line 4,Eterna,Morning,119,0,None,0,0,41.92,76.79,97.94,SUP-01,Braking,Passed,26.4,Team Beta,
BATCH-01329,2025-03-07,Plant 01, Line 2 ,Veloce S,Night,114,1,Electronics,1,0,16.94,108.39,97.74,SUP-10,Body,Passed,26.2,Team Beta,
BATCH-00325,2025-06-13,Plant 01,Line 2,Aquila GT,Night,118,2,Dimensional,2,0,16.88,84.0,96.09,SUP-03,Braking,Passed,24.7,Team Alpha,
BATCH-00236,2025-12-10,Plant 01,Line 1,Aquila GT,Afternoon,54,0,None,0,0,22.57,72.45,97.8,SUP-02,Powertrain,Passed,23.9,Team Delta,
BATCH-00494,2025-03-21,Plant 02, Line 1 ,Veloce S,Morning,93,1,Assembly,1,0,40.76,78.49,97.79,SUP-11,Body,Passed,20.5,Team Alpha,Production line calibration completed.
BATCH-00864,2025-05-31,Plant 01,Line 4,Aquila GT,Morning,72,2,Interior,0,0,25.81,85.23,95.32,SUP-10,Body,Review,22.9,Team Gamma,Supplier component verification required.
BATCH-00602,2025-12-14,Plant 01,Line 2,Aquila GT,Night,64,1,Interior,0,0,30.42,83.0,96.84,SUP-06,Suspension,Passed,20.8,Team Gamma,Supplier component verification required.
BATCH-01030,2025-06-06,Plant 02,Line 4,Veloce S,Afternoon,56,0,None,0,0,43.22,69.5,96.35,SUP-03,Braking,Passed,23.6,Team Beta,
BATCH-01769,2025-03-28,Plant 01,Line 2,Strada X,Afternoon,61,2,Interior,2,0,10.46,83.93,95.46,SUP-09,Suspension,Review,22.5,Team Beta,Production line calibration completed.
BATCH-01097,2025-03-08,Plant 01,Line 1,Strada X,Morning,69,0,None,0,0,32.99,66.36,98.55,SUP-08,Interior,Passed,21.7,Team Gamma,
BATCH-01376,2025-06-27,Plant 01,Line 4,Strada X,Morning,117,1,Interior,1,0,16.11,71.95,97.39,SUP-10,Electronics,Passed,22.5,Team Delta,
BATCH-01108,2025-02-06,Plant 01,Line 3,Veloce S,Night,84,1,Assembly,1,0,22.2,71.99,96.85,SUP-07,Interior,Passed,21.4,Team Gamma,
BATCH-01481,2025-11-06,Plant 02,Line 4,Strada X,Morning,60,0,None,0,0,43.93,84.34,96.33,SUP-02,Suspension,Passed,24.0,Team Delta,
BATCH-01828,2025-11-02,Plant 02,Line 1,Veloce S,Afternoon,116,2,Assembly,2,0,19.97,76.32,98.71,SUP-04,Powertrain,Passed,22.2,Team Alpha,Production line calibration completed.
BATCH-01922,2025-05-17,Plant 02,Line 1,Eterna,Night,54,0,None,0,0,7.09,84.41,98.87,SUP-11,Interior,Passed,22.8,Team Gamma,Minor process adjustment performed.
BATCH-01708,2025-07-31,Plant 01,Line 2,Eterna,Night,99,3,Mechanical,3,0,42.24,79.74,91.83,SUP-05,Powertrain,Review,22.2,Team Gamma,Minor process adjustment performed.
